item_id,labels,en,es,de,fr,nl,it,pt
parent_survey_child_154,ChildSpeechLangLevel,"Is the current Speech or other language disorder, Mild, Moderate, or Severe?","¿El trastorno actual del habla u otro trastorno del lenguaje es leve, moderado o severo?","Ist die aktuelle Sprech- oder andere Sprachstörungen leicht, mäßig oder schwerwiegend?","Le trouble actuel de la parole ou autre trouble du langage est-il léger, modéré ou sévère ?","Is de huidige spraak- of andere taalstoornis mild, matig of ernstig?",,
parent_survey_child_155,ChildSpeechLangLevel,Mild,Leve,leicht,Légers,Mild,,
parent_survey_child_156,ChildSpeechLangLevel,Moderate,Moderado,mäßig,Modérés,Matig,,
parent_survey_child_157,ChildSpeechLangLevel,Severe,Severo,schwerwiegend,Sévères,Ernstig,,
parent_survey_child_158,ChildLearnDis,Learning Disability,Discapacidades del aprendizaje,Lernbehinderung,Trouble d'apprentissage,Leerstoornis,,
parent_survey_child_159,ChildLearnDis,,No,Nein,,,,
parent_survey_child_160,ChildLearnDis,,No,Nein,,,,
parent_survey_child_161,ChildLearnDis,Don't know,No sé,weiß nicht,Je ne sais pas,Weet ik niet,,
parent_survey_child_162,ChildLearnDis,Prefer not to respond,Prefiero no responder,Ich möchte nicht antworten,Préfère ne pas répondre,Liever niet antwoorden,,
parent_survey_child_163,ChildLearnDisCurrent,Does your child <b>CURRENTLY</b > have a Learning Disability?,¿<b>ACTUALMENTE</b> su niño(a) tiene discapacidades del aprendizaje?,Hat Ihr Kind <b>AKTUELL</b> eine Lernbehinderung?,Votre enfant a-t-il <b>ACTUELLEMENT</b> un trouble d'apprentissage ?,Heeft uw kind momenteel een leerstoornis?,,
parent_survey_child_164,ChildLearnDisCurrent,Yes,Sí,Ja,Oui,Ja,,
parent_survey_child_165,ChildLearnDisCurrent,No,No,Nein,Non,Nee,,
parent_survey_child_166,ChildLearnDisLevel,"Is the current Learning Disability, Mild, Moderate, or Severe?","¿La discapacidad de aprendizaje actual es leve, moderada o severo?","Ist die aktuelle Lernbehinderung leicht, mäßig oder schwerwiegend?","Le trouble d’apprentissage actuel est-il léger, modéré ou sévère ?","Is de huidige leerstoornis mild, matig of ernstig?",,
parent_survey_child_167,ChildLearnDisLevel,Mild,Leve,leicht,Légers,Mild,,
parent_survey_child_168,ChildLearnDisLevel,Moderate,Moderado,mäßig,Modérés,Matig,,
parent_survey_child_169,ChildLearnDisLevel,Severe,Severo,schwerwiegend,Sévères,Ernstig,,
parent_survey_child_170,ChildAutism,Autism Spectrum Disorder (ASD) <br>(includes Asperger's Disorder or Pervasive Developmental Disorder (PDD)),Trastorno del espectro autista (TEA) <br>(incluye el síndrome de Asperger o trastorno generalizado del desarrollo (TGD)),Autismus-Spektrum-Störung (ASS)<br>(einschließlich Asperger-Syndrom oder tiefgreifende Entwicklungsstörung),Trouble du spectre de l'autisme (TSA) <br>(inclut le syndrome d'Asperger ou le trouble envahissant du développement (TED)),Autisme Spectrum Stoornis (ASS) <br>(omvat Asperger stoornis of Pervasieve ontwikkelingsstoornis (PDD)),,
parent_survey_child_171,ChildAutism,,No,Nein,,,,
parent_survey_child_172,ChildAutism,,No,Nein,,,,
parent_survey_child_173,ChildAutism,Don't know,No sé,weiß nicht,Je ne sais pas,Weet ik niet,,
parent_survey_child_174,ChildAutism,Prefer not to respond,Prefiero no responder,Ich möchte nicht antworten,Préfère ne pas répondre,Liever niet antwoorden,,
parent_survey_child_175,ChildAutismCurrent,Does your child <b>CURRENTLY</b > have an Autism Spectrum Disorder (ASD) (includes Asperger's Disorder or Pervasive Developmental Disorder (PDD))?,¿<b>ACTUALMENTE</b> su niño(a) tiene Trastorno del espectro autista (incluye el síndrome de Asperger o Trastorno generalizado del desarrollo),Leidet Ihr Kind <b>AKTUELL</b> an einer Autismus-Spektrum-Störung (einschließlich Asperger-Syndrom oder tiefgreifender Entwicklungsstörung)?,Votre enfant a-t-il <b>ACTUELLEMENT</b> un trouble du spectre de l'autisme (TSA) (inclut le syndrome d'Asperger ou le trouble envahissant du développement) ?,Heeft uw kind momenteel een autismespectrumstoornis (ASS) (omvat Asperger stoornis of Pervasieve ontwikkelingsstoornis (PDD))?,,
parent_survey_child_176,ChildAutismCurrent,Yes,Sí,Ja,Oui,Ja,,
parent_survey_child_177,ChildAutismCurrent,No,No,Nein,Non,Nee,,
parent_survey_child_178,ChildAutismLevel,"Is the current Autism Spectrum Disorder (includes Asperger's Disorder or Pervasive Developmental Disorder), Mild, Moderate, or Severe?","¿El trastorno actual del espectro autista (incluye el trastorno de Asperger o trastorno generalizado del desarrollo) es leve, moderado o severo?","Handelt es sich bei der aktuellen Autismus-Spektrum-Störung (einschließlich Asperger-Syndrom oder tiefgreifende Entwicklungsstörung) um eine leicht, mäßige oder schwerwiegend?","Le trouble du spectre de l’autisme actuel (inclut le syndrome d'Asperger ou le trouble envahissant du développement) est-il léger, modéré ou sévère ?","Is de huidige assstoornis (omvat Asperger- of Pervasieve ontwikkelingsstoornis), mild, matig of ernstig?",,
parent_survey_child_179,ChildAutismLevel,Mild,Leve,leicht,Légers,Mild,,
parent_survey_child_180,ChildAutismLevel,Moderate,Moderado,mäßig,Modérés,Matig,,
parent_survey_child_181,ChildAutismLevel,Severe,Severo,schwerwiegend,Sévères,Ernstig,,
parent_survey_child_182,ChildADHD,Attention Deficit Disorder or Attention Deficit Hyperactivity Disorder (ADD or ADHD),Trastorno por déficit de atención (TDA) o trastorno por déficit de atención e hiperactividad (TDAH),Aufmerksamkeitsdefizit- oder Hyperaktivitätsstörung (ADHD oder ADHS),Trouble du déficit de l'attention ou hyperactivité (TDA ou TDAH),Aandachtstekortstoornis of Aandachtstekortstoornis met hyperactiviteit (ADD of ADHD),,
parent_survey_child_183,ChildADHD,,No,Nein,,,,
parent_survey_child_184,ChildADHD,,No,Nein,,,,
parent_survey_child_185,ChildADHD,Don't know,No sé,weiß nicht,Je ne sais pas,Weet ik niet,,
parent_survey_child_186,ChildADHD,Prefer not to respond,Prefiero no responder,Ich möchte nicht antworten,Préfère ne pas répondre,Liever niet antwoorden,,
parent_survey_child_187,ChildADHDCurrent,Does your child <b>CURRENTLY</b > have Attention Deficit Disorder or Attention Deficit Hyperactivity Disorder (ADD or ADHD)?,¿<b>ACTUALMENTE</b> su niño(a) tiene de trastorno por déficit de atención (TDA) o de trastorno por déficit de atención e hiperactividad (TDAH)?,Hat Ihr Kind <b>AKTUELL</b> eine Aufmerksamkeitsdefizit- oder Hyperaktivitätsstörung (ADHD oder ADHS)?,Votre enfant a-t-il <b>ACTUELLEMENT</b> un trouble du déficit de l'attention ou hyperactivité (TDA ou TDAH) ?,Heeft uw kind momenteel een aandachtstekortstoornis of aandachtstekortstoornis met hyperactiviteit (ADD of ADHD)?,,
parent_survey_child_188,ChildADHDCurrent,Yes,Sí,Ja,Oui,Ja,,
parent_survey_child_189,ChildADHDCurrent,No,No,Nein,Non,Nee,,
parent_survey_child_190,ChildADHDLevel,"Is the current Attention Deficit Disorder or Attention Deficit Hyperactivity Disorder (ADD or ADHD), Mild, Moderate, or Severe?","¿El trastorno actual por déficit de atención (TDA) o trastorno por déficit de atención e hiperactividad (TDAH) es leve, moderado o severo?","Ist die aktuelle Aufmerksamkeitsdefizit- oder Hyperaktivitätsstörung (ADHD oder ADHS) leicht, mäßig oder schwerwiegend?","Le trouble du déficit de l'attention ou hyperactivité actuel (TDA ou TDAH) est-il léger, modéré ou sévère ?","Is de huidige aandachtstekortstoornis of aandachtstekortstoornis met hyperactiviteit (ADD of ADHD), mild, matig of ernstig?",,
parent_survey_child_191,ChildADHDLevel,Mild,Leve,leicht,Légers,Mild,,
parent_survey_child_192,ChildADHDLevel,Moderate,Moderado,mäßig,Modérés,Matig,,
parent_survey_child_193,ChildADHDLevel,Severe,Severo,schwerwiegend,Sévères,Ernstig,,
parent_survey_child_194,ChildSexBirth,What was your child's sex at birth (i.e. on their birth certificate)?,"En el registro de nacimiento, ¿cuál sexo le asignaron a su niño(a) al nacer?",Welches biologische Geschlecht hatte Ihr Kind bei der Geburt (d. h. in der Geburtsurkunde)?,Quel était le sexe de naissance de votre enfant (c'est-à-dire sur l'acte de naissance) ?,Wat was het geslacht van uw kind bij de geboorte (d.w.z. op hun geboorteakte)?,,
parent_survey_child_195,ChildSexBirth,,Mujer,Weiblich,,,,
parent_survey_child_196,ChildSexBirth,,Mujer,Weiblich,,,,
parent_survey_child_197,ChildSexBirth,Other (describe),Otro (describir),Anderes (bitte beschreiben),Autre (décrire),Anders (beschrijf),,
parent_survey_child_198,ChildGenderIntro,The following set of questions asks about gender identity. <br><br>Would you like to answer these additional questions about gender? <br>(Note: your child will NOT be asked these questions),El siguiente grupo de preguntas indaga por la identidad de género.<br><br> ¿Aceptaría contestar estas preguntas? <br>(aclaración: a su niño(a) NO se le harán estas preguntas),Die folgenden Fragen beziehen sich auf die Geschlechtsidentität. <br><br>Möchten Sie diese zusätzlichen Fragen zum Geschlecht beantworten? <br>(Ihrem Kind werden diese Fragen nicht gestellt),Le jeu de questions suivant concerne l'identité de genre.<br><br>Souhaitez-vous répondre à ces questions supplémentaires sur le genre ?<br>(Note : votre enfant NE recevra PAS ces questions),De volgende reeks vragen gaat over genderidentiteit. <br><br>Zou u deze aanvullende vragen over gender willen beantwoorden? <br>(Opmerking: uw kind zal deze vragen NIET krijgen),,
parent_survey_child_199,ChildGenderCurrent,What is your child's current gender identification?,¿Cuál es el género con el que se identifica su niño(a)?,Welche ist die derzeitige Geschlechtsidentität Ihres Kindes?,Quelle est l'identification de genre actuelle de votre enfant ?,Wat is de huidige genderidentificatie van uw kind?,,
parent_survey_child_200,ChildGenderCurrent,What is your child's current gender identification?,¿Cuál es el género con el que se identifica su niño(a)?,Welche ist die derzeitige Geschlechtsidentität Ihres Kindes?,Quelle est l'identification de genre actuelle de votre enfant ?,Wat is de huidige genderidentificatie van uw kind?,,
parent_survey_child_201,ChildGenderCurrent,What is your child's current gender identification?,¿Cuál es el género con el que se identifica su niño(a)?,Welche ist die derzeitige Geschlechtsidentität Ihres Kindes?,Quelle est l'identification de genre actuelle de votre enfant ?,Wat is de huidige genderidentificatie van uw kind?,,
parent_survey_child_202,ChildGenderCurrent,What is your child's current gender identification?,¿Cuál es el género con el que se identifica su niño(a)?,Welche ist die derzeitige Geschlechtsidentität Ihres Kindes?,Quelle est l'identification de genre actuelle de votre enfant ?,Wat is de huidige genderidentificatie van uw kind?,,
parent_survey_child_203,ChildBehGirls,"Over the last year, how frequently did your child engage in behaviors or express preferences that are more commonly associated with girls?","Durante el último año, ¿con qué frecuencia su niño(a) tuvo comportamientos o expresó preferencias que se asocian más comúnmente con las niñas?","Wie häufig hat Ihr Kind im letzten Jahr Verhaltensweisen gezeigt oder Vorlieben geäußert, die häufig eher mit Mädchen in Verbindung gebracht werden?","Au cours de l'année dernière, quelle fréquence a eue votre enfant à exprimer des comportements ou des préférences généralement associés aux filles ?",Hoe vaak heeft uw kind in het afgelopen jaar gedrag vertoond of voorkeuren geuit die vaker geassocieerd worden met meisjes?,,
parent_survey_child_204,ChildBehGirls,Never,Nunca,Nie,Jamais,Nooit,,
parent_survey_child_205,ChildBehGirls,Rarely,Rara vez,Selten,Rarement,Zelden,,
parent_survey_child_206,ChildBehGirls,Sometimes,A veces,Manchmal,Parfois,Soms,,
parent_survey_child_207,ChildBehGirls,Often,A menudo,Oft,Souvent,Vaak,,
parent_survey_child_208,ChildBehGirls,Always,Siempre,Immer,Toujours,Altijd,,
parent_survey_child_209,ChildBeGirl,"Over the last year, how frequently did your child state that they are, or want to be, a girl?","Durante el último año, ¿con qué frecuencia afirmó su niño(a) que es o quiere ser niña?","Wie häufig hat Ihr Kind im letzten Jahr angegeben, dass es ein Mädchen ist oder sein möchte?","Au cours de l'année écoulée, à quelle fréquence votre enfant a-t-il déclaré qu'il est une fille ou veut l'être?",Hoe vaak heeft uw kind het afgelopen jaar gezegd dat hij/zij een meisje is of wil zijn?,,
parent_survey_child_210,ChildBeGirl,Never,Nunca,Nie,Jamais,Nooit,,
parent_survey_child_211,ChildBeGirl,Rarely,Rara vez,Selten,Rarement,Zelden,,
parent_survey_child_212,ChildBeGirl,Sometimes,A veces,Manchmal,Parfois,Soms,,
parent_survey_child_213,ChildBeGirl,Often,A menudo,Oft,Souvent,Vaak,,
parent_survey_child_214,ChildBeGirl,Always,Siempre,Immer,Toujours,Altijd,,
parent_survey_child_215,ChildBehBoys,"Over the last year, how frequently did your child engage in behaviors or express preferences that are more commonly associated with boys?","Durante el último año, ¿con qué frecuencia ha tenido su niño(a) comportamientos o ha expresado preferencias que se asocian más comúnmente con los niños?","Wie häufig hat Ihr Kind im letzten Jahr Verhaltensweisen gezeigt oder Vorlieben geäußert, die häufig eher mit Jungen in Verbindung gebracht werden?","Au cours de l'année écoulée, à quelle fréquence votre enfant a-t-il adopté des comportements ou exprimé des préférences généralement associées aux garçons?",Hoe vaak heeft uw kind het afgelopen jaar gedragingen vertoond of voorkeuren geuit die gewoonlijk met jongens worden geassocieerd?,,
parent_survey_child_216,ChildBehBoys,Never,Nunca,Nie,Jamais,Nooit,,
parent_survey_child_217,ChildBehBoys,Rarely,Rara vez,Selten,Rarement,Zelden,,
parent_survey_child_218,ChildBehBoys,Sometimes,A veces,Manchmal,Parfois,Soms,,
parent_survey_child_219,ChildBehBoys,Often,A menudo,Oft,Souvent,Vaak,,
parent_survey_child_220,ChildBehBoys,Always,Siempre,Immer,Toujours,Altijd,,
parent_survey_child_221,ChildBeBoy,"Over the last year, how frequently did your child state that they are, or want to be, a boy?","Durante el último año, ¿con qué frecuencia afirmó su niño(a) que es o quiere ser niño?","Wie häufig hat Ihr Kind im letzten Jahr angegeben, dass es ein Junge ist oder sein möchte?","Au cours de l'année écoulée, à quelle fréquence votre enfant a-t-il déclaré qu'il est un garçon ou veut l'être?",Hoe vaak heeft uw kind het afgelopen jaar gezegd dat hij/zij een jongen is of wil zijn?,,
parent_survey_child_222,ChildBeBoy,Never,Nunca,Nie,Jamais,Nooit,,
parent_survey_child_223,ChildBeBoy,Rarely,Rara vez,Selten,Rarement,Zelden,,
parent_survey_child_224,ChildBeBoy,Sometimes,A veces,Manchmal,Parfois,Soms,,
parent_survey_child_225,ChildBeBoy,Often,A menudo,Oft,Souvent,Vaak,,
parent_survey_child_226,ChildBeBoy,Always,Siempre,Immer,Toujours,Altijd,,
parent_survey_child_227,ChildPubertyYN,Has your child begun to show signs of puberty (even if very early)?,¿Su niño(a) ha empezado a mostrar signos de pubertad (aunque sea muy pronto)?,Zeigt Ihr Kind erste Anzeichen der Pubertät (wenn auch sehr früh)?,Votre enfant a-t-il commencé à montrer des signes de puberté (même très précoces)?,Heeft uw kind al tekenen van puberteit laten zien (ook al is het erg vroeg)?,,
parent_survey_child_228,ChildPubertyYN,Yes,Sí,Ja,Oui,Ja,,
parent_survey_child_229,ChildPubertyYN,No,No,Nein,Non,Nee,,
parent_survey_child_230,ChildPubertyFemale,"For each question, please select the answer that best describes what is happening to your child right now.","Para cada pregunta, seleccione la respuesta que mejor describa lo que le ocurre a su niña en este momento.","Bitte wählen Sie für jede Frage die Antwort aus, die am besten beschreibt, was mit Ihrem Kind im Moment passiert.","Pour chaque question, veuillez sélectionner la réponse qui décrit le mieux ce qui arrive actuellement à votre enfant.",Kies voor elke vraag het antwoord dat het beste beschrijft wat er momenteel met uw kind gebeurt.,,
parent_survey_child_231,ChildPubertyGrowthFemale,Would you say that your child's growth in height (getting taller):,¿Qué diría usted del crecimiento de su niña (en estatura)?,Was würdem Sie über das Wachstum Ihres Kindes in der Höhe (größer werden) sagen:,Diriez-vous que la croissance en taille de votre enfant (s'allonger):,Zou u zeggen dat de groei in lengte van uw kind (groter worden):,,
